Персонал,Бронирование хостела,Заезд в хостел и выезд из хостела,Состояние комнаты,Состояние общей кухни,Состояние общего пространства,Дополнительные услуги,Общие условия и удобства,Цена/качество,ССЦ,Рейтинг
0.6674770810285168,0.09938515309709625,0.1266787813819423,0.6329369986716551,0.14267490974932895,0.601970767843765,0.43147854490801496,0.2933774903468873,0.06761457984026986,0.07653848826721121,7.4
0.8374927116559661,0.11900471168163013,0.024466061984171165,0.6704783831544464,0.1150250544834967,0.39265209603891443,0.2844158376147708,0.7375545729041362,0.3642711196258469,-0.03843327600652549,7.8
0.4872239844047527,0.061472914840041366,0.08478263495038076,0.6916596669105178,0.258769141353381,0.2526955095610995,0.19283081362368243,0.1545418202168292,0.34995459375872406,0.21673208542301767,6.2
0.6897567167089735,0.09346154887110872,0.09486618444013975,0.6657506166785458,0.23560379502869988,0.4402020363785413,0.5500236453193373,0.4286307385706919,0.18702900821874852,0.07871157471440424,7.5
0.6197583197520465,0.05638213724552638,0.03925402571526807,0.608251338325155,0.327428462876161,0.6965582862136928,0.2084307224876975,0.17997973967297703,0.35844438124591227,0.2607186315385452,6.9
0.631668597483103,0.059357088777474226,0.057340385315001345,0.6150622051012861,0.1859436361645679,0.3191030854097273,-0.07188163938540285,0.5090664456798258,0.34221923967704787,-0.026944123281359422,7.2
0.514955616698089,0.020976103895978242,0.15289202219369075,0.2920262364955967,0.1333907606821148,0.40056463639558115,0.14970326696185868,0.33861677158371695,0.15331176754497175,0.24130140538102923,8.2
0.546453790023993,-0.051491559309054254,0.013066496208969297,0.49125421029077765,0.28260330566477354,0.4807443139645196,0.08556059350696849,0.31286851157837026,0.19322463198670084,0.06852418883767777,7.8
0.6463956423677684,0.013337834195385041,0.01716997169618248,0.5286359944521722,0.14077055892735668,0.622213426031786,0.0497391178662106,0.18774546124957603,0.08845082221058599,0.060577887253001825,7.4
0.7856281182341389,0.054641048200879935,-0.022905832142450275,0.2345221153684685,0.26053208990870313,0.2094884773238379,-0.16248545636040232,0.5249770550255329,0.06690621209620229,0.10600856285673395,7.8
0.6484394189096305,0.03050292566802368,0.01501643413321041,0.6005770246541933,0.13421175994817816,0.07317014510573822,0.03907767782187724,0.5158382252173573,0.3362564331405686,0.07993178954371367,7.2
0.4755061847730039,0.015520669706729988,0.04396950475627003,0.357447160997423,0.13350058788280336,0.5427921478698188,-0.06352015018404503,0.32923604762926945,0.21802049071689034,-0.05888570759558476,8.0
0.9344556340912675,0.10170868010764365,0.034588925738120405,0.4809146728298054,0.1722717592737773,0.37458214174565996,0.025029713363683093,-0.021361241107658857,0.27541642196599747,0.13056694496076765,6.6
0.6957536849261896,0.07579586195795748,0.09040856739552178,0.530959326716047,0.1323617688642031,0.6724309269578204,0.28974938431232367,0.24826079603706894,0.331199631586819,0.09789988996869035,7.7
0.9521736101280134,0.0520967127508638,0.03545866930936761,0.7846143319913724,0.2098242497405547,0.7096270392839372,-0.09487382785537443,0.3501686105772131,0.18182450252683965,0.2466126370340257,6.7
0.4801689432746347,0.06960535998674564,0.22394813575704836,0.5709852203894301,0.1693346764528205,0.36464430810285153,0.1680453835649678,0.5931233420005345,0.14041851180112042,0.042723162754454286,7.9
0.5050580381993359,0.03928636539407787,-0.1794127538421103,0.8834611902059415,0.45653647871336883,0.3801130310417377,0.19610227506718286,0.424191470648859,0.3247772624154461,0.154014367347251,5.7
0.4002532079098442,-0.04152628071821401,0.10085222811271208,0.820656116312463,0.15322463437833048,0.5911619559488421,0.31638425889162786,0.28165404848567166,0.12512433055708666,-0.009563068745768982,7.4
0.5512242303708108,-0.014254988860812903,0.10861854003227782,0.7739176994288877,0.26327099155291334,0.6357002776409824,0.18982220649446738,0.2935907959062227,0.3442286744802263,0.15565453358841058,7.2
0.37727663470525724,0.02211609527998378,0.0676255259788158,0.2641808691427058,0.2939122112916773,0.4684353255799995,0.13209800871733976,0.570911916772013,0.3537779685968785,0.16075375312736156,8.4
0.5526278177655236,0.16498423345667046,0.10202684129376155,0.6898848147645854,0.10452043935923826,0.13723621943138603,0.0956393426837712,0.29331812400539836,0.0530271616130136,0.026878620788922586,6.0
0.5821380807402309,0.057235148209207366,0.07141696917278932,0.5184763223719094,0.2024517451147584,0.5518513329175713,-0.10950180759427289,0.30308806882407396,0.15659406664395636,0.16837033582252017,7.0
0.5499088156681161,-0.013059970263096979,-0.05940972042521411,0.8217804478323442,0.22993862153487862,0.42762954676623416,0.4136327687504102,0.423897448722052,0.2545074582857885,0.23803981707787475,6.9
0.5198347617494713,-0.008293588153629024,0.05887316916232598,0.3744628577737622,0.21465014347793793,0.22698742782720663,0.16669563954507677,0.14739284119001084,0.22334436135848407,0.3324135831398833,7.3
0.46045081600960475,0.026777587710528173,0.04461953039893424,0.5457569743675618,0.229084724253701,0.2530954558355765,0.21699941355583932,0.49020167869971076,0.30572949451401665,0.15833059583530792,7.4
0.4853711307739596,0.0027632625353903317,-0.0018835636508125336,0.8164826817809061,0.2106436798559627,0.3413973357027237,0.11955905714590975,0.6442913366819019,0.41620724053398195,0.3040034552906954,6.8
0.5744794282225864,0.11179919259771026,0.12153226547044417,0.8092541843716625,0.34375107386608733,0.5209331303263733,-0.04065736969689293,0.3116783542201267,0.1740106744846859,0.12756835717504092,6.0
0.4609456135368465,0.10466004634195036,-0.04686338635600326,0.48571394178216626,0.08508442523303135,0.42963544320815433,0.15043693750237963,0.7728042187860371,0.20754518169567318,0.31824103800635517,7.4
0.6892099564303327,-0.027994986520752586,0.024527495285405036,0.8021141251600881,0.23573223142854302,0.6651030601853591,0.3240351113284215,0.49187326191092307,0.1484615863730233,0.19502474053590735,7.6
